snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3,L1,L2,L3
"Medulloblastoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",83217000,Medulloblastoma,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure brain tumors.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Toxic shock syndrome (disorder),18504008,Toxic shock syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Most people will start to feel better within a few days, but it may take several weeks before you're well enough to leave hospital.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Benign intracranial hypertension (disorder),68267002,Pseudotumor cerebri,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Sometimes, symptoms that have resolved can recur months or years later.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Cesarean section (procedure),11466000,Caesarean section,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0051413881748071,"You'll probably be in hospital for 3 or 4 days after a caesarean section, and may need to take things easy for several weeks.",NHS,0.0003865481252415,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Spinal stenosis (disorder),76107001,Spinal stenosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,But some people's symptoms stay the same or get worse after surgery.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Influenza (disorder),6142004,Influenza (flu),IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,The Centers for Disease Control and Prevention (CDC) recommends annual flu vaccination for everyone age 6 months or older.,MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Typhoid fever (disorder),4834000,Typhoid fever,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0072463768115942,Most people need to take these for 7 to 14 days,NHS,0.0003865481252415,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Malignant hyperthermia (finding),405501007,Malignant hyperthermia,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,Malignant hyperthermia usually resolves within a few days with treatment.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Panic disorder (disorder),371631005,Panic disorder,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0031088082901554,Most panic attacks last for between 5 and 20 minutes,NHS,0.0005798221878623,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Smallpox (disorder),67924001,Smallpox,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Immunity or partial immunity after a smallpox vaccine may last up to 10 years, and 20 years with revaccination.",MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Alexander technique (regime/therapy),876850004,Alexander technique,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,long-term neck pain – lessons in the technique may lead to reduced neck pain and associated disability for up to a year or more,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Atrioventricular septal defect and common atrioventricular junction (disorder),253414002,Atrioventricular canal defect,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Signs and symptoms usually develop in the first several weeks of life.,MAYO,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Dysphagia (disorder),40739000,Dysphagia (swallowing problems),IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0165289256198347,PEG tubes are designed for long-term use and last several months before they need replacing.,NHS,0.0003865481252415,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Melanocytic nevus (disorder),400096001,Moles,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,These changes can happen over weeks or months.,NHS,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Allergy to animal dander (finding),232347008,Pet allergy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,These side effects usually go away within 30 minutes.,MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Endometriosis (disorder),129103003,Endometriosis,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421,You would normally take them for 3 months before your surgery,NHS,0.0001932740626207,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Malignant tumor of lung (disorder),363358000,Lung cancer,IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,Most people need 4 to 6 cycles of treatment over 3 to 6 months,NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
Chronic kidney disease (disorder),709044004,Chronic kidney disease,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,About 90% of transplants still function after 5 years and many work usefully after 10 years or more,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Eating disorder (disorder),72366004,Eating disorders,PERMANENT,0.0023041474654377,But there are treatments that can help and you can recover from an eating disorder.,NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,
Acute sinusitis (disorder),15805002,Acute sinusitis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"Unless a bacterial infection develops, most cases resolve within a week to 10 days and home remedies may be all that's needed to treat acute sinusitis.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Temporal arteritis (disorder),400130008,Giant cell arteritis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,You'll likely begin to feel better within a few days of beginning treatment.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Glioma (disorder),393564001,Glioma,PERMANENT,0.0011520737327188,No alternative treatments have been proved to cure gliomas.,MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Malignant tumor of pancreas (disorder),363418001,Pancreatic cancer,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,You'll spend several days in the hospital and then recover for several weeks at home.,MAYO,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Brucellosis (disorder),75702008,Brucellosis,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Symptoms may appear suddenly over 1 to 2 days or gradually over several weeks.,NHS,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Chronic fatigue syndrome (disorder),52702003,Chronic fatigue syndrome (CFS/ME),IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,It's also likely there will be periods when your symptoms get better or worse.,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Transverse myelopathy syndrome (disorder),16631009,Transverse myelitis,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0666666666666666,Signs and symptoms of transverse myelitis usually develop over a few hours to a few days and may sometimes progress gradually over several weeks.,MAYO,0.0001932740626207,0.0028991109393119,DECLINE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Lipoma (disorder),93163002,Lipoma,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0020725388601036,"Treatment generally isn't necessary, but if the lipoma bothers you, is painful or is growing, you may want to have it removed.",MAYO,0.0003865481252415,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Chlamydia trachomatis (organism),63938009,Chlamydia trachomatis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,"In most cases, the infection resolves within one to two weeks.",MAYO,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Pericarditis (disorder),3238004,Pericarditis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,Pericarditis is considered chronic if symptoms last longer than three months.,MAYO,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Movement disorder (disorder),60342002,Movement disorders,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"This slowly progressive, neurodegenerative disorder causes tremor, stiffness (rigidity), slow decreased movement (bradykinesia) or imbalance.",MAYO,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Swollen knee (finding),248491001,Swollen knee,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,"To control pain and swelling, apply ice to your knee for 15 to 20 minutes every two to four hours.",MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Reye's syndrome (disorder),74351001,Reye's syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0025706940874035,"Once the swelling in the brain has reduced, the other functions of the body should return to normal within a few days, although it may be several weeks before your child is well enough to leave hospital.",NHS,0.0001932740626207,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Herniated structure (morphologic abnormality),414403008,Hernia,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462,Most people are able to go home the same day or the day after surgery and make a full recovery within a few weeks.,NHS,0.0001932740626207,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Migraine with aura (disorder),4473006,Migraine with aura,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,Migraine aura usually occurs within an hour before head pain begins and generally lasts less than 60 minutes.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Pain in the coccyx (finding),34789001,Coccydynia (tailbone pain),IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.0217391304347826,"It takes a long time to recover from coccygectomy, anywhere from a few months to a year.",NHS,0.0001932740626207,0.0088906068805566,IMPROVE,MODERATELY,FROM 6 MONTH TO 1 YEAR
Rett's disorder (disorder),68618008,Rett syndrome,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.018796992481203,This stage usually begins between the ages of 1 and 4 and may last for any time from 2 months to more than 2 years,NHS,0.0009663703131039,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Postpartum psychosis (disorder),18260003,Postpartum psychosis,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.0082644628099173,"The most severe symptoms tend to last 2 to 12 weeks, and it can take 6 to 12 months or more to recover from the condition",NHS,0.0001932740626207,0.0233861615771163,IMPROVE,SLOWLY,FROM 2 MONTH TO 6 MONTH
Mucopolysaccharidosis type II (disorder),70737009,Hunter syndrome,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738,"The buildup of massive amounts of these harmful substances eventually causes permanent, progressive damage affecting appearance, mental development, organ function and physical abilities.",MAYO,0.0003865481252415,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
"Menstruation, function (observable entity)",248957007,Periods,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Your periods may start to become less frequent over a few months or years before stopping altogether,NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Malignant neoplastic disease (disorder),363346000,Cancer,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369,"As cancer often develops slowly over several years, waiting for a few weeks will not usually impact on the effectiveness of treatment",NHS,0.0001932740626207,0.0523772709702357,DECLINE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Cellulitis (morphologic abnormality),385627004,Cellulitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,"In most cases, signs and symptoms of cellulitis disappear after a few days.",MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Iron deficiency anemia (disorder),87522002,Iron deficiency anemia,IMPROVE FAST FROM 8 DAY TO 2 MONTH,0.05,"Generally, you'll start to feel better after a week or so of treatment.",MAYO,0.0001932740626207,0.0038654812524159,IMPROVE,FAST,FROM 8 DAY TO 2 MONTH
Asthma (disorder),195967001,Asthma,PERMANENT,0.0069124423963133,"There's currently no cure, but there are simple treatments that can help keep the symptoms under control so it does not have a big impact on your life.",NHS,0.0011596443757247,0.1677618863548511,PERMANENT,,
Iritis (disorder),65074000,Iritis,DECLINE FAST FROM 1 DAY TO 1 WEEK,0.0555555555555555,"Iritis that develops suddenly, over hours or days, is known as acute iritis.",MAYO,0.0001932740626207,0.0034789331271743,DECLINE,FAST,FROM 1 DAY TO 1 WEEK
Inflammation of intestine caused by Norovirus (disorder),445152004,Norovirus infection,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0108695652173913,"In most people, the illness usually resolves within a few days.",MAYO,0.0005798221878623,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Lumbar puncture (procedure),277762005,Lumbar puncture,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,swelling and lower back pain where the needle was inserted – this should get better on its own after a few days and is normally nothing to worry about,NHS,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Viral hemorrhagic fever (disorder),240523007,Viral hemorrhagic fevers,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971,It can take up to 21 days for symptoms to develop.,MAYO,0.0001932740626207,0.0533436412833397,IMPROVE,FAST,FROM 1 DAY TO 1 WEEK
Ichthyosis (disorder),782957005,Ichthyosis,PERMANENT,0.0023041474654377,"There's no cure for ichthyosis, but a daily skincare routine usually keeps the symptoms mild and manageable.",NHS,0.0003865481252415,0.1677618863548511,PERMANENT,,
Transurethral prostatectomy (procedure),90199006,Transurethral resection of the prostate (TURP),IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0080906148867313,It's common to feel tired and under the weather for a week or two after going home,NHS,0.0009663703131039,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
Ebstein's anomaly of tricuspid valve (disorder),204357006,Ebstein anomaly,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518,It records your heart's electrical activity as you perform your normal activities for a day or two.,MAYO,0.0001932740626207,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Chronic mucoid otitis media (disorder),78868004,Glue ear,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.0131578947368421,Your child may be monitored for up to a year in case their symptoms change or get worse.,NHS,0.0003865481252415,0.029377657518361,IMPROVE,SLOWLY,FROM 6 MONTH TO 1 YEAR
Toxic effect of lead compound (disorder),38342005,Lead poisoning,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,Lead particles from leaded gasoline or paint settle on soil and can last years.,MAYO,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Coarctation of aorta (disorder),7305005,Coarctation of the aorta,PERMANENT,0.0011520737327188,"Though treatment is usually successful, the condition requires careful lifelong follow-up.",MAYO,0.0001932740626207,0.1677618863548511,PERMANENT,,
Intermittent claudication (finding),63491006,Claudication,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,"This is usually a symptom of peripheral artery disease, in which the arteries that supply blood to your limbs are narrowed, usually because of atherosclerosis.",MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY
Cerebrovascular accident (disorder),230690007,Stroke,DECLINE FAST FROM 5 MINUTE TO 1 DAY,0.0344827586206896,Brain cells begin to die in minutes.,MAYO,0.0001932740626207,0.005604947816003,DECLINE,FAST,FROM 5 MINUTE TO 1 DAY
Primary herpes simplex keratoconjunctivitis (disorder),402885004,Herpes simplex eye infections,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.0037593984962406,"Most people will experience more than 1 infection, with about 1 in 5 having a recurrence within a year",NHS,0.0001932740626207,0.0514109006571318,IMPROVE,SLOWLY,FROM 1 YEAR TO MORE YEAR
Intracranial hypotension (disorder),433691000124104,Intracranial hypertension,PERMANENT,0.0011520737327188,"Idiopathic IH is not usually life threatening, but can be a lifelong problem",NHS,0.0001932740626207,0.1677618863548511,PERMANENT,,
Major depressive disorder (disorder),370143000,Depression (major depressive disorder),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0041450777202072,"While it's usually not disabling, persistent depressive disorder can prevent you from functioning normally in your daily routine and from living life to its fullest.",MAYO,0.0007730962504831,0.1865094704290684,IMPROVE,FAST,FROM 5 MINUTE TO 1 DAY
Lyme disease (disorder),23502006,Lyme disease,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.0102827763496143,The rash can appear up to 3 months after being bitten by a tick and usually lasts for several weeks.,NHS,0.0007730962504831,0.0751836103594897,IMPROVE,MODERATELY,FROM 2 MONTH TO 6 MONTH
Abdominal aortic aneurysm (disorder),233985008,Abdominal aortic aneurysm,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925,Full recovery is likely to take a month or more.,MAYO,0.0003865481252415,0.1194433706996521,IMPROVE,MODERATELY,FROM 8 DAY TO 2 MONTH
