snomedConcept,snomedIdentifier,conditionName,predictedTag,confidence,sentence,source,support CNL1L2L3,support L1L2L3
Coarctation of aorta (disorder),7305005,Coarctation of the aorta,PERMANENT,0.001152073732718894,"Though treatment is usually successful, the condition requires careful lifelong follow-up.",MAYO,0.00019327406262079628,0.16776188635485118
Diabetes mellitus (disorder),73211009,Diabetes,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,Everyone with diabetes aged 12 or over should be invited to have their eyes screened once a year.,NHS,0.00019327406262079628,0.05141090065713181
Dissection of coronary artery (disorder),732230001,Spontaneous coronary artery dissection (SCAD),PERMANENT,0.002304147465437788,"The condition can cause serious and scary symptoms, and it often affects people who may have few risk factors for heart disease.",MAYO,0.00038654812524159255,0.16776188635485118
Muscular dystrophy (disorder),73297009,Muscular dystrophy,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,"MD is a progressive condition, which means it gets worse over time",NHS,0.00038654812524159255,0.052377270970235784
"Oligodendroglioma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)",73348003,Oligodendroglioma,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure gliomas.,MAYO,0.00019327406262079628,0.16776188635485118
Embryonal neuroepithelial neoplasm of central nervous system (disorder),734065009,Embryonal tumors,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure brain tumors.,MAYO,0.00019327406262079628,0.16776188635485118
Sleep apnea (disorder),73430006,Sleep apnea,PERMANENT,0.001152073732718894,"If you have heart disease, multiple episodes of low blood oxygen (hypoxia or hypoxemia) can lead to sudden death from an irregular heartbeat.",MAYO,0.00019327406262079628,0.16776188635485118
Stevens-Johnson syndrome (disorder),73442001,Stevens-Johnson syndrome,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"In severe cases, full recovery may take several months.",MAYO,0.00019327406262079628,0.02338616157711635
Non suicidal self inflicted injury (disorder),735642007,Self-injurycutting,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"Treating self-injury behavior can take time, hard work and your own desire to recover.",MAYO,0.00019327406262079628,0.18650947042906849
Epicondylitis (disorder),73583000,Tennis elbow,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.013157894736842105,"In some cases, tennis elbow can persist for more than a year",NHS,0.00038654812524159255,0.029377657518361036
Intervertebral disc prolapse (disorder),73589001,Herniated disk,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,"If your herniated disk is in your lower back, you'll typically feel the most pain in your buttocks, thigh and calf.",MAYO,0.00038654812524159255,0.18650947042906849
Injury of peripheral nerve (disorder),73590005,Peripheral nerve injuries,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,Nerves recover slowly and maximal recovery may take many months or several years.,MAYO,0.00019327406262079628,0.05141090065713181
Laparoscopy (procedure),73632009,Laparoscopy (keyhole surgery),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"You can often go home on the same day of your laparoscopy, although you may need to stay in hospital overnight.",NHS,0.00019327406262079628,0.18650947042906849
Polyp of nasal cavity and/or nasal sinus (disorder),736499003,Nasal polyps,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,"Nasal polyps can sometimes feel like a cold, but colds tend to clear up within a few days, whereas nasal polyps will not get better unless they're treated.",NHS,0.00019327406262079628,0.053343641283339766
Trisomy 18 (morphologic abnormality),737541007,Edwards' syndrome (trisomy 18),PERMANENT,0.001152073732718894,There is no cure for Edwards' syndrome and managing the symptoms can be challenging,NHS,0.00019327406262079628,0.16776188635485118
Colonoscopy (procedure),73761001,Colonoscopy,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,,But you might be at the hospital for around 2 hours from getting there to going home.,NHS,,
Enteritis caused by radiation (disorder),73817000,Radiation enteritis,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.005141388174807198,"For most people, radiation enteritis is temporary and the inflammation usually subsides several weeks after treatment ends.",MAYO,0.00038654812524159255,0.07518361035948977
Prolapse of female genital organs (disorder),73998008,Pelvic organ prolapse,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,You'll be asleep during the operation and you will usually need to stay in hospital for 1 to 3 days afterwards.,NHS,0.00038654812524159255,0.053343641283339766
Orf virus disease (disorder),74050005,Orf,DECLINE FAST FROM 8 DAY TO 2 MONTH,1.0,"As the condition progresses over a 3- to 6-week period, a pustule or blister that weeps fluid will develop on top and eventually crust over.",NHS,0.00019327406262079628,0.00019327406262079628
Acromegaly (disorder),74107003,Acromegaly,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.007380073800738006,Acromegaly usually develops slowly.,MAYO,0.00038654812524159255,0.052377270970235784
Reye's syndrome (disorder),74351001,Reye's syndrome,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Once the swelling in the brain has reduced, the other functions of the body should return to normal within a few days, although it may be several weeks before your child is well enough to leave hospital.",NHS,0.00019327406262079628,0.07518361035948977
Appendicitis (disorder),74400008,Appendicitis,IMPROVE MODERATELY FROM 1 DAY TO 1 WEEK,0.04347826086956521,"With open or complicated surgery (for example, if you have peritonitis) it may take up to a week before you're well enough to go home.",NHS,0.00019327406262079628,0.004445303440278315
"Glioma, malignant (morphologic abnormality)",74532006,Glioma,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure gliomas.,MAYO,0.00019327406262079628,0.16776188635485118
Pyoderma gangrenosum (disorder),74578003,Pyoderma gangrenosum,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,"Some people heal very slowly, over months or years",NHS,0.00019327406262079628,0.05141090065713181
Hypopituitarism (disorder),74728003,Hypopituitarism,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,The signs and symptoms of hypopituitarism usually develop gradually and get worse over time.,MAYO,0.00019327406262079628,0.052377270970235784
Mental disorder (disorder),74732009,Mental illness,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"Psychotherapy often can be successfully completed in a few months, but in some cases, long-term treatment may be needed.",MAYO,0.00019327406262079628,0.07518361035948977
Urticaria caused by cold (disorder),74774004,Cold urticaria,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,"In some people, cold urticaria goes away on its own after weeks or months.",MAYO,0.00019327406262079628,0.07518361035948977
Infestation caused by Anoplura (disorder),74949007,Lice,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,may need to repeat treatment with the lotion or shampoo in about nine to 10 days after the first application.,MAYO,0.00038654812524159255,0.11944337069965212
Acute febrile mucocutaneous lymph node syndrome (disorder),75053002,Kawasaki disease,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0032362459546925572,"Children can make a full recovery within 6 to 8 weeks if it's diagnosed and treated promptly, but complications can develop",NHS,0.00038654812524159255,0.11944337069965212
Food poisoning (disorder),75258004,Food poisoning,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.014492753623188406,Food poisoning is rarely serious and usually gets better within a week,NHS,0.0007730962504831851,0.053343641283339766
Congenital anomaly of mitral valve (disorder),75372006,Congenital mitral valve anomalies,PERMANENT,0.001152073732718894,Congenital heart disease can often be treated successfully in childhood.,MAYO,0.00019327406262079628,0.16776188635485118
Poisoning (disorder),75478009,Poisoning,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,"In serious cases, it may be necessary for the person to stay in hospital for treatment",NHS,0.00019327406262079628,0.18650947042906849
Pancreatitis (disorder),75694006,Pancreatitis,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.007246376811594203,"You'll stop eating for a couple of days in the hospital in order to give your pancreas a chance to recover.
Once",MAYO,0.00038654812524159255,0.053343641283339766
Brucellosis (disorder),75702008,Brucellosis,DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.06666666666666665,Symptoms may appear suddenly over 1 to 2 days or gradually over several weeks.,NHS,0.00019327406262079628,0.0028991109393119445
Red eye (disorder),75705005,Red eye,IMPROVE FAST FROM 1 DAY TO 1 WEEK,0.0036231884057971015,It may get better on its own in a few days,NHS,0.00019327406262079628,0.053343641283339766
Classical phenylketonuria (disorder),7573000,Phenylketonuria (PKU),DECLINE MODERATELY FROM 2 MONTH TO 6 MONTH,0.06666666666666665,Irreversible brain damage and marked intellectual disability beginning within the first few months of life,MAYO,0.00019327406262079628,0.0028991109393119445
Cyclothymia (disorder),76105009,Cyclothymia (cyclothymic disorder),IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.002570694087403599,Periods of stable moods usually last less than two months.,MAYO,0.00019327406262079628,0.07518361035948977
Spinal stenosis (disorder),76107001,Spinal stenosis,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,But some people's symptoms stay the same or get worse after surgery.,MAYO,0.00019327406262079628,0.05141090065713181
Ascorbic acid deficiency (disorder),76169001,Scurvy,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0016181229773462786,Most people treated for scurvy feel better within 48 hours and make a full recovery within 2 weeks.,NHS,0.00019327406262079628,0.11944337069965212
Syphilis (disorder),76272004,Syphilis,IMPROVE MODERATELY FROM 8 DAY TO 2 MONTH,0.0064724919093851144,The chancre usually develops about three weeks after exposure.,MAYO,0.0007730962504831851,0.11944337069965212
Dermatographic urticaria (disorder),7632005,Dermatographia,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003759398496240601,The condition itself can last for months or years.,MAYO,0.00019327406262079628,0.05141090065713181
Serotonin reuptake inhibitor (disposition),763216009,Selective serotonin reuptake inhibitors (SSRIs),IMPROVE MODERATELY FROM 6 MONTH TO 1 YEAR,0.021739130434782605,"A course of treatment usually lasts for at least 6 months, although longer courses are sometimes recommended and some people with recurrent problems may be advised to take them indefinitely.",NHS,0.00019327406262079628,0.00889060688055663
Total visual and total hearing impairment (disorder),765178008,Deafblindness,DECLINE SLOWLY FROM 1 YEAR TO MORE YEAR,0.003690036900369004,"In older people, it may develop gradually and the person themselves may not realise their vision and/or hearing is getting worse at first.",NHS,0.00019327406262079628,0.052377270970235784
Autosomal dominant polycystic kidney disease (disorder),765330003,Autosomal dominant polycystic kidney disease,DECLINE MODERATELY FROM 8 DAY TO 2 MONTH,0.03225806451612903,"In around 1 in 10 cases of ADPKD, the mutation develops for the first time in the affected person",NHS,0.00019327406262079628,0.005991495941244685
22q11.2 deletion syndrome (disorder),767263007,DiGeorge syndrome (22q11 deletion),PERMANENT,0.001152073732718894,There's currently no cure for DiGeorge syndrome,NHS,0.00019327406262079628,0.16776188635485118
Pineoblastoma (disorder),767448007,Pineoblastoma,PERMANENT,0.001152073732718894,No alternative treatments have been proved to cure brain tumors.,MAYO,0.00019327406262079628,0.16776188635485118
Angelman syndrome (disorder),76880004,Angelman syndrome,PERMANENT,0.0034562211981566822,"While there's currently no cure for Angelman syndrome, research into treatments is being done in other countries",NHS,0.0005798221878623889,0.16776188635485118
Tetanus (disorder),76902006,Tetanus,IMPROVE SLOWLY FROM 2 MONTH TO 6 MONTH,0.008264462809917356,"Complete recovery from a tetanus infection requires new nerve endings to grow, which can take up to several months.",MAYO,0.00019327406262079628,0.02338616157711635
Bullous pemphigoid (disorder),77090002,Bullous pemphigoid,IMPROVE SLOWLY FROM 1 YEAR TO MORE YEAR,0.011278195488721806,"Bullous pemphigoid often goes away on its own in a few months, but may take as many as five years to resolve.",MAYO,0.0005798221878623889,0.05141090065713181
Membranous glomerulonephritis (disorder),77182004,Membranous nephropathy,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,Your blood creatinine level remains in the normal range for six months,MAYO,0.00019327406262079628,0.029377657518361036
Pityriasis rosea (disorder),77252004,Pityriasis rosea,IMPROVE MODERATELY FROM 2 MONTH TO 6 MONTH,0.007712082262210797,"Both the herald patch and rash usually last for 2 to 12 weeks, although they can last for up to 5 months.",NHS,0.0005798221878623889,0.07518361035948977
Lobular carcinoma in situ (morphologic abnormality),77284006,Lobular carcinoma in situ (LCIS),IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.0010362694300518132,to be active for 30 minutes most days of the week.,MAYO,0.00019327406262079628,0.18650947042906849
Angiography (procedure),77343006,Angiography,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,The test can take between 30 minutes and 2 hours,NHS,0.00038654812524159255,0.18650947042906849
Pregnant (finding),77386006,Pregnancy,IMPROVE SLOWLY FROM 6 MONTH TO 1 YEAR,0.006578947368421052,Pregnancy normally lasts from 37 weeks to 42 weeks from the first day of your last period,NHS,0.00019327406262079628,0.029377657518361036
Computerized axial tomography (procedure),77477000,CT scan,IMPROVE FAST FROM 5 MINUTE TO 1 DAY,0.002072538860103627,The scan will usually take around 10 to 20 minutes.,NHS,0.00038654812524159255,0.18650947042906849
