conceptId,snomedConcept,snomedIdentifier,term
609621000,Bleeding from anus,6072007,Disorder of perineum (disorder)
609622007,Small cell carcinoma of lung (disorder),254632001,Disorder of thoracic segment of trunk (disorder)
609622007,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Disorder of thoracic segment of trunk (disorder)
609622007,Non-small cell lung cancer (disorder),254637007,Disorder of thoracic segment of trunk (disorder)
609622007,Cardiac arrest (disorder),410429000,Disorder of thoracic segment of trunk (disorder)
609622007,Acute bronchitis (disorder),10509002,Disorder of thoracic segment of trunk (disorder)
609622007,Fracture of rib (disorder),33737001,Disorder of thoracic segment of trunk (disorder)
609622007,Myocardial infarction (disorder),22298006,Disorder of thoracic segment of trunk (disorder)
609622007,Coronary arteriosclerosis (disorder),53741008,Disorder of thoracic segment of trunk (disorder)
609622007,Pneumonia (disorder),233604007,Disorder of thoracic segment of trunk (disorder)
609622007,Malignant neoplasm of breast (disorder),254837009,Disorder of thoracic segment of trunk (disorder)
609622007,Chronic congestive heart failure (disorder),88805009,Disorder of thoracic segment of trunk (disorder)
609622007,Pulmonary emphysema (disorder),87433001,Disorder of thoracic segment of trunk (disorder)
609622007,Atrial fibrillation (disorder),49436004,Disorder of thoracic segment of trunk (disorder)
609622007,Chronic obstructive bronchitis (disorder),185086009,Disorder of thoracic segment of trunk (disorder)
609622007,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Disorder of thoracic segment of trunk (disorder)
609623002,Pulmonary emphysema (disorder),87433001,Finding of upper trunk (finding)
609623002,"Primary small cell malignant neoplasm of lung, TNM stage 1 (disorder)",67811000119102,Finding of upper trunk (finding)
609623002,Non-small cell lung cancer (disorder),254637007,Finding of upper trunk (finding)
609623002,Atrial fibrillation (disorder),49436004,Finding of upper trunk (finding)
609623002,Acute bronchitis (disorder),10509002,Finding of upper trunk (finding)
609623002,Chronic obstructive bronchitis (disorder),185086009,Finding of upper trunk (finding)
609623002,Cardiac arrest (disorder),410429000,Finding of upper trunk (finding)
609623002,Myocardial infarction (disorder),22298006,Finding of upper trunk (finding)
609623002,"Non-small cell carcinoma of lung, TNM stage 1 (disorder)",424132000,Finding of upper trunk (finding)
609623002,Pneumonia (disorder),233604007,Finding of upper trunk (finding)
609623002,Coronary arteriosclerosis (disorder),53741008,Finding of upper trunk (finding)
609623002,Malignant neoplasm of breast (disorder),254837009,Finding of upper trunk (finding)
609623002,Small cell carcinoma of lung (disorder),254632001,Finding of upper trunk (finding)
609623002,Chronic congestive heart failure (disorder),88805009,Finding of upper trunk (finding)
609623002,Fracture of rib (disorder),33737001,Finding of upper trunk (finding)
609624008,Secondary malignant neoplasm of colon (disorder),94260004,Finding of abdomen (finding)
609624008,Neoplasm of prostate (disorder),126906006,Finding of abdomen (finding)
609624008,Carcinoma in situ of prostate (disorder),92691004,Finding of abdomen (finding)
609624008,Recurrent rectal polyp (disorder),713197008,Finding of abdomen (finding)
609624008,Malignant neoplasm of colon (disorder),363406005,Finding of abdomen (finding)
609624008,Appendicitis (disorder),74400008,Finding of abdomen (finding)
609624008,Primary malignant neoplasm of colon (disorder),93761005,Finding of abdomen (finding)
609624008,Disorder of kidney co-occurrent and due to diabetes mellitus (disorder),127013003,Finding of abdomen (finding)
609624008,Gallbladder calculus (disorder),235919008,Finding of abdomen (finding)
609624008,Congenital uterine anomaly (disorder),37849005,Finding of abdomen (finding)
609624008,Overlapping malignant neoplasm of colon (disorder),109838007,Finding of abdomen (finding)
609624008,Bleeding from anus,6072007,Finding of abdomen (finding)
609624008,Polyp of colon (disorder),68496003,Finding of abdomen (finding)
609624008,Chronic kidney disease stage 2 (disorder),431856006,Finding of abdomen (finding)
609624008,Chronic kidney disease stage 1 (disorder),431855005,Finding of abdomen (finding)
609624008,Chronic kidney disease stage 3 (disorder),433144002,Finding of abdomen (finding)
609624008,Proteinuria due to type 2 diabetes mellitus (disorder),157141000119108,Finding of abdomen (finding)
609624008,Rupture of appendix,47693006,Finding of abdomen (finding)
609624008,Cystitis (disorder),38822007,Finding of abdomen (finding)
609624008,Tubal pregnancy (disorder),79586000,Finding of abdomen (finding)
609624008,Acute cholecystitis (disorder),65275009,Finding of abdomen (finding)
609624008,Microalbuminuria due to type 2 diabetes mellitus (disorder),90781000119102,Finding of abdomen (finding)
609625009,Tubal pregnancy (disorder),79586000,Finding of pelvic region of trunk (finding)
609625009,Female infertility due to cystic fibrosis (disorder),707577004,Finding of pelvic region of trunk (finding)
609625009,Neoplasm of prostate (disorder),126906006,Finding of pelvic region of trunk (finding)
609625009,Congenital uterine anomaly (disorder),37849005,Finding of pelvic region of trunk (finding)
609625009,Cystitis (disorder),38822007,Finding of pelvic region of trunk (finding)
609625009,Carcinoma in situ of prostate (disorder),92691004,Finding of pelvic region of trunk (finding)
609625009,Recurrent rectal polyp (disorder),713197008,Finding of pelvic region of trunk (finding)
609625009,Bleeding from anus,6072007,Finding of pelvic region of trunk (finding)
609626005,Bleeding from anus,6072007,Finding of pelvis (finding)
609626005,Recurrent rectal polyp (disorder),713197008,Finding of pelvis (finding)
609626005,Congenital uterine anomaly (disorder),37849005,Finding of pelvis (finding)
609626005,Tubal pregnancy (disorder),79586000,Finding of pelvis (finding)
609626005,Neoplasm of prostate (disorder),126906006,Finding of pelvis (finding)
609626005,Cystitis (disorder),38822007,Finding of pelvis (finding)
609626005,Carcinoma in situ of prostate (disorder),92691004,Finding of pelvis (finding)
609637006,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Procedure on pelvic region of trunk (procedure)
609637006,Evaluation of uterine fundal height,274804006,Procedure on pelvic region of trunk (procedure)
609637006,Digital examination of rectum (procedure),410006001,Procedure on pelvic region of trunk (procedure)
609637006,Fetal anatomy study,271442007,Procedure on pelvic region of trunk (procedure)
609637006,Episiotomy (procedure),85548006,Procedure on pelvic region of trunk (procedure)
609637006,Manual pelvic examination (procedure),35025007,Procedure on pelvic region of trunk (procedure)
609637006,Postnatal visit,169762003,Procedure on pelvic region of trunk (procedure)
609637006,Insertion of intrauterine contraceptive device,65200003,Procedure on pelvic region of trunk (procedure)
609637006,Biopsy of prostate (procedure),65575008,Procedure on pelvic region of trunk (procedure)
609637006,Cesarean section (procedure),11466000,Procedure on pelvic region of trunk (procedure)
609637006,Replacement of contraceptive intrauterine device,46706006,Procedure on pelvic region of trunk (procedure)
609637006,Ultrasound scan for fetal viability (procedure),169230002,Procedure on pelvic region of trunk (procedure)
609637006,Rectal polypectomy (procedure),274031008,Procedure on pelvic region of trunk (procedure)
609637006,Prostatectomy (procedure),90470006,Procedure on pelvic region of trunk (procedure)
609637006,Vasectomy (procedure),22523008,Procedure on pelvic region of trunk (procedure)
609637006,Pelvis X-ray (procedure),268425006,Procedure on pelvic region of trunk (procedure)
609637006,Bilateral tubal ligation (procedure),287664005,Procedure on pelvic region of trunk (procedure)
609637006,Removal of intrauterine device,68254000,Procedure on pelvic region of trunk (procedure)
609637006,Methotrexate injection into tubal pregnancy,236931002,Procedure on pelvic region of trunk (procedure)
609638001,Prostatectomy (procedure),90470006,Operation on pelvic region of trunk (procedure)
609638001,Bilateral tubal ligation (procedure),287664005,Operation on pelvic region of trunk (procedure)
609638001,Excision of fallopian tube and surgical removal of ectopic pregnancy (procedure),445912000,Operation on pelvic region of trunk (procedure)
609638001,Rectal polypectomy (procedure),274031008,Operation on pelvic region of trunk (procedure)
609638001,Episiotomy (procedure),85548006,Operation on pelvic region of trunk (procedure)
609638001,Vasectomy (procedure),22523008,Operation on pelvic region of trunk (procedure)
609638001,Cesarean section (procedure),11466000,Operation on pelvic region of trunk (procedure)
6141006,Macular edema and retinopathy due to type 2 diabetes mellitus (disorder),97331000119101,Retinal edema (disorder)
61480009,Drug rehabilitation and detoxification (regime/therapy),56876005,Drug detoxification (regime/therapy)
61557004,Total replacement of hip (procedure),52734007,Implantation of joint prosthesis (procedure)
61557004,Total knee replacement (procedure),609588000,Implantation of joint prosthesis (procedure)
61582004,Seasonal allergic rhinitis (disorder),367498001,Allergic rhinitis (disorder)
61582004,Perennial allergic rhinitis (disorder),446096008,Allergic rhinitis (disorder)
61582004,Perennial allergic rhinitis with seasonal variation (disorder),232353008,Allergic rhinitis (disorder)
61594008,Throat culture (procedure),117015009,Microbial culture (procedure)
61594008,Microbial culture of sputum (procedure),104173009,Microbial culture (procedure)
61594008,Urine culture,117010004,Microbial culture (procedure)
61661004,Amputation of the foot (procedure),180030006,Operative procedure on foot (procedure)
6215006,Acute cholecystitis (disorder),65275009,Acute cholangitis (disorder)
62315008,Protracted diarrhea (finding),236077008,Diarrhea (finding)
6240004,Total knee replacement (procedure),609588000,Operative procedure on knee (procedure)
6240004,Surgical manipulation of joint of knee (procedure),699253003,Operative procedure on knee (procedure)
62574001,Anemia (disorder),271737000,Erythropenia (finding)
62889000,Hepatitis B Surface Antigen Measurement,47758006,Hepatitis B virus measurement (procedure)
62914000,Cerebrovascular accident (disorder),230690007,Cerebrovascular disease (disorder)
62972009,Cesarean section (procedure),11466000,Extraction (procedure)
62972009,Extraction of wisdom tooth (procedure),65546002,Extraction (procedure)
62972009,Thoracentesis (procedure),91602002,Extraction (procedure)
62972009,Fine needle aspiration biopsy of lung (procedure),432231006,Extraction (procedure)
63102001,Blindness due to type 2 diabetes mellitus (disorder),60951000119105,Visual disturbance (disorder)
63171007,Acute bacterial sinusitis (disorder),75498004,Acute infectious disease (disorder)
63171007,Acute viral pharyngitis (disorder),195662009,Acute infectious disease (disorder)
63332003,Brief general examination (procedure),162676008,History AND physical examination (procedure)
63398001,Infection caused by Pseudomonas aeruginosa (disorder),11218009,Bacterial infection caused by Pseudomonas (disorder)
63398001,Sepsis caused by Pseudomonas (disorder),448813005,Bacterial infection caused by Pseudomonas (disorder)
