att_type_id,att_type_term,att_value_id,att_value_term,group,snomedConcept,snomedIdentifier
116676008,Associated morphology (attribute),50960005,Hemorrhage (morphologic abnormality),0.0,Subconjunctival hemorrhage (disorder),78768009
363714003,Interprets (attribute),364564000,Range of joint movement (observable entity),0.0,Hypermobility of joint (finding),788453008
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),0.0,Hypermobility of joint (finding),788453008
363698007,Finding site (attribute),39352004,Joint structure (body structure),1.0,Hypermobility of joint (finding),788453008
363698007,Finding site (attribute),38866009,Body part structure (body structure),0.0,Repetitive motion disorder (disorder),788465007
42752001,Due to (attribute),191992009,Repetitive routines (finding),1.0,Repetitive motion disorder (disorder),788465007
363698007,Finding site (attribute),25342003,Middle ear structure (body structure),0.0,Chronic mucoid otitis media (disorder),78868004
116676008,Associated morphology (attribute),20369000,Chronic mucous inflammation (morphologic abnormality),0.0,Chronic mucoid otitis media (disorder),78868004
263502005,Clinical course (attribute),90734009,Chronic (qualifier value),1.0,Chronic mucoid otitis media (disorder),78868004
363698007,Finding site (attribute),76784001,Vaginal structure (body structure),0.0,Vaginospasm (finding),79012001
363698007,Finding site (attribute),71616004,Skeletal and/or smooth muscle structure (body structure),1.0,Vaginospasm (finding),79012001
363698007,Finding site (attribute),280369009,Brain tissue structure (body structure),0.0,Jakob-Creutzfeldt disease (disorder),792004
116676008,Associated morphology (attribute),68245003,Spongy degeneration (morphologic abnormality),0.0,Jakob-Creutzfeldt disease (disorder),792004
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Jakob-Creutzfeldt disease (disorder),792004
246075003,Causative agent (attribute),88520007,Creutzfeldt-Jakob agent (organism),0.0,Jakob-Creutzfeldt disease (disorder),792004
363698007,Finding site (attribute),280369009,Brain tissue structure (body structure),0.0,Retinal migraine (disorder),79267007
363698007,Finding site (attribute),281231009,Vascular structure of head (body structure),1.0,Retinal migraine (disorder),79267007
363714003,Interprets (attribute),270994009,Serum globulin measurement (procedure),0.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),0.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363714003,Interprets (attribute),250174000,Paraprotein measurement (procedure),1.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363713009,Has interpretation (attribute),52101004,Present (qualifier value),1.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363714003,Interprets (attribute),42441008,Immunoglobulin measurement (procedure),2.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363713009,Has interpretation (attribute),281302008,Above reference range (qualifier value),2.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363698007,Finding site (attribute),3057000,Nerve structure (body structure),3.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363698007,Finding site (attribute),113331007,Structure of endocrine system (body structure),4.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
370135005,Pathological process (attribute),769247005,Abnormal immune process (qualifier value),5.0,"Polyneuropathy, organomegaly, endocrinopathy, monoclonal gammopathy, and skin changes syndrome (disorder)",79268002
363698007,Finding site (attribute),91134007,Mitral valve structure (body structure),0.0,Mitral valve stenosis (disorder),79619009
116676008,Associated morphology (attribute),415582006,Stenosis (morphologic abnormality),0.0,Mitral valve stenosis (disorder),79619009
363698007,Finding site (attribute),12738006,Brain structure (body structure),0.0,Absence seizure (disorder),79631006
363698007,Finding site (attribute),123851003,Mouth region structure (body structure),0.0,Candidiasis of mouth (disorder),79740000
370135005,Pathological process (attribute),441862004,Infectious process (qualifier value),0.0,Candidiasis of mouth (disorder),79740000
246075003,Causative agent (attribute),3265006,Genus Candida (organism),0.0,Candidiasis of mouth (disorder),79740000
363698007,Finding site (attribute),700016008,Structure of internal part of mouth (body structure),0.0,Breath smells unpleasant (finding),79879001
363714003,Interprets (attribute),271671001,Smell of breath (observable entity),1.0,Breath smells unpleasant (finding),79879001
363698007,Finding site (attribute),15497006,Ovarian structure (body structure),0.0,Cyst of ovary (disorder),79883001
116676008,Associated morphology (attribute),367643001,Cyst (morphologic abnormality),0.0,Cyst of ovary (disorder),79883001
363698007,Finding site (attribute),32849002,Esophageal structure (body structure),0.0,Diffuse spasm of esophagus (disorder),79962008
363698007,Finding site (attribute),71616004,Skeletal and/or smooth muscle structure (body structure),1.0,Diffuse spasm of esophagus (disorder),79962008
363714003,Interprets (attribute),398598008,Motility (observable entity),2.0,Diffuse spasm of esophagus (disorder),79962008
363713009,Has interpretation (attribute),263654008,Abnormal (qualifier value),2.0,Diffuse spasm of esophagus (disorder),79962008
363698007,Finding site (attribute),89837001,Urinary bladder structure (body structure),0.0,Nocturnal enuresis (finding),8009008
363714003,Interprets (attribute),129009001,"Bladder control, function (observable entity)",1.0,Nocturnal enuresis (finding),8009008
260686004,Method (attribute),129304002,Excision - action (qualifier value),0.0,Excision of appendix (procedure) ,80146002
405813007,Procedure site - Direct (attribute),66754008,Appendix structure (body structure),0.0,Excision of appendix (procedure) ,80146002
255234002,After (attribute),16453004,Operation on stomach (procedure),0.0,Postgastric surgery syndrome (disorder),80193009
363698007,Finding site (attribute),69695003,Stomach structure (body structure),1.0,Postgastric surgery syndrome (disorder),80193009
363698007,Finding site (attribute),80891009,Heart structure (body structure),0.0,Palpitations (finding),80313002
363714003,Interprets (attribute),271820000,Awareness of heart beat (observable entity),1.0,Palpitations (finding),80313002
363698007,Finding site (attribute),61563008,Epiglottis structure (body structure),0.0,Epiglottitis (disorder),80384002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Epiglottitis (disorder),80384002
363698007,Finding site (attribute),280369009,Brain tissue structure (body structure),0.0,Sleep walking disorder (disorder),80495009
363698007,Finding site (attribute),39607008,Lung structure (body structure),0.0,Pneumoconiosis caused by silica (disorder),805002
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Pneumoconiosis caused by silica (disorder),805002
363698007,Finding site (attribute),39607008,Lung structure (body structure),1.0,Pneumoconiosis caused by silica (disorder),805002
116676008,Associated morphology (attribute),51936002,Deposition of foreign material (morphologic abnormality),1.0,Pneumoconiosis caused by silica (disorder),805002
246075003,Causative agent (attribute),311429008,Silica dust (substance),1.0,Pneumoconiosis caused by silica (disorder),805002
42752001,Due to (attribute),785340007,Inhalation of substance (event),2.0,Pneumoconiosis caused by silica (disorder),805002
260686004,Method (attribute),129304002,Excision - action (qualifier value),0.0,Circumcision by surgical excision on newborn (procedure),80724002
405813007,Procedure site - Direct (attribute),17880006,Preputial structure (body structure),0.0,Circumcision by surgical excision on newborn (procedure),80724002
363698007,Finding site (attribute),64013008,Structure of hair of scalp (body structure),0.0,Pediculosis capitis (disorder),81000006
370135005,Pathological process (attribute),442614005,Parasitic process (qualifier value),0.0,Pediculosis capitis (disorder),81000006
246075003,Causative agent (attribute),29568001,Pediculus humanus capitis (organism),0.0,Pediculosis capitis (disorder),81000006
363698007,Finding site (attribute),783798004,Structure of lumen of intestine (body structure),0.0,Intestinal obstruction (disorder),81060008
116676008,Associated morphology (attribute),26036001,Obstruction (morphologic abnormality),0.0,Intestinal obstruction (disorder),81060008
363698007,Finding site (attribute),21483005,Structure of central nervous system (body structure),0.0,Primary lateral sclerosis (disorder),81211007
116676008,Associated morphology (attribute),43846000,Sclerosis (morphologic abnormality),0.0,Primary lateral sclerosis (disorder),81211007
363698007,Finding site (attribute),39937001,Skin structure (body structure),0.0,Nummular eczema (disorder),81418003
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Nummular eczema (disorder),81418003
363698007,Finding site (attribute),45048000,Neck structure (body structure),0.0,Neck pain (finding),81680005
260686004,Method (attribute),129309007,Amputation - action (qualifier value),0.0,Amputation (procedure),81723002
363698007,Finding site (attribute),302509004,Entire heart (body structure),0.0,Cardiomegaly (disorder),8186001
116676008,Associated morphology (attribute),442021009,Enlargement (morphologic abnormality),0.0,Cardiomegaly (disorder),8186001
363698007,Finding site (attribute),69748006,Thyroid structure (body structure),0.0,Thyroiditis (disorder),82119001
116676008,Associated morphology (attribute),409774005,Inflammatory morphology (morphologic abnormality),0.0,Thyroiditis (disorder),82119001
363698007,Finding site (attribute),360972004,Intestinal wall structure (body structure),0.0,Vascular insufficiency of intestine (disorder),82196007
116676008,Associated morphology (attribute),449735000,Structural change due to ischemia (morphologic abnormality),0.0,Vascular insufficiency of intestine (disorder),82196007
